Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,Broadband,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate
S01006713,Sheddocksley,Aberdeen City,950,642,14%,131,13%,84,130,98,201,108,22%,0.07,122,73%,4.65,156,13%,3%,4.404177249,1.777769841,2.401187831,2.333670886,2.801407407,4.032464286,5.070814815,7.516457672,7.613095238,0%,28,298,223,9,24%,1%
S01006714,Cummings Park,Aberdeen City,731,450,14%,102,9%,38,135,134,82,117,20%,0.07,115,73%,5.00,142,3%,5%,3.602560628,2.633855207,2.327018545,1.857254902,3.532271755,2.530524194,10.9021612,8.955538516,11.13539943,10%,14,194,87,3,13%,0%
S01006715,Cummings Park,Aberdeen City,610,382,19%,118,10%,38,115,299,229,110,18%,0.07,164,64%,4.50,171,9%,3%,4.016027287,2.089426164,2.404911717,2.177631579,3.514161316,4.59124183,5.928065811,6.800866774,7.040890851,0%,36,598,137,3,22%,0%
S01006716,Cummings Park,Aberdeen City,594,393,16%,95,13%,51,120,98,299,76,22%,0.13,160,71%,5.07,136,4%,4%,3.734051155,2.761901815,1.337982673,1.305644172,3.961584158,3.345,10.14325083,4.58049505,10.94666667,0%,51,852,87,10,14%,2%
S01006717,Cummings Park,Aberdeen City,967,549,15%,147,11%,63,135,186,151,130,22%,0.02,143,75%,4.94,142,10%,2%,4.080076923,2.334017949,1.764597436,1.689745597,3.261576923,3.277647059,8.260892308,4.378061538,10.15500769,0%,58,597,165,7,17%,1%
S01006718,Cummings Park,Aberdeen City,603,399,15%,90,12%,47,125,50,224,101,21%,0.13,132,72%,4.79,163,4%,4%,3.164569378,2.953349282,1.106638756,1.629496403,3.757045455,3.250284553,11.75148325,3.21354067,12.06248804,0%,32,537,112,0,18%,0%
S01006719,Northfield,Aberdeen City,898,578,17%,155,13%,74,145,101,238,172,23%,0.00,160,76%,5.03,136,8%,8%,4.974563319,2.228766376,2.353444323,1.839935065,3.266995087,4.202880184,8.230764192,7.011146288,7.681683952,4%,11,124,152,10,17%,1%
S01006720,Northfield,Aberdeen City,568,382,13%,76,12%,43,105,128,206,195,19%,0.12,146,65%,4.47,142,4%,3%,4.126307496,2.032410562,2.30673339,2.255075758,3.159403748,5.026941176,8.608568995,6.84693356,7.500936968,0%,8,143,112,9,19%,2%
S01006721,Northfield,Aberdeen City,942,606,15%,146,13%,78,125,175,210,110,20%,0.09,141,74%,5.00,142,3%,9%,4.857835023,1.617494369,1.81861768,1.542640693,2.730329392,4.507232704,5.498536036,3.739853604,4.381469595,0%,48,505,139,11,16%,1%
S01006722,Northfield,Aberdeen City,692,450,12%,84,7%,32,105,70,126,121,18%,0.03,126,71%,5.03,136,3%,10%,4.374686693,1.541585917,2.210623385,2.400695187,2.851879845,3.136548673,6.490852713,7.063414083,7.715322997,0%,21,307,145,0,19%,0%
S01006723,Northfield,Aberdeen City,654,437,13%,85,13%,56,125,75,94,87,21%,0.00,128,72%,5.06,126,9%,5%,4.824377828,1.619758673,1.961723228,2.2362,2.842401961,3.781219512,5.670558069,5.06938914,5.696097285,0%,30,465,90,9,14%,1%
S01006724,Northfield,Aberdeen City,987,627,28%,273,18%,110,160,88,146,161,21%,0.05,163,68%,4.60,186,13%,1%,3.395164179,1.789114428,2.29529602,1.942009569,3.086226368,4.765038023,5.56839801,6.870024876,6.942124378,0%,78,790,281,16,28%,2%
S01006725,Northfield,Aberdeen City,651,432,16%,104,15%,63,155,244,298,113,24%,0.08,175,77%,5.17,156,11%,2%,4.466891691,1.437989614,1.995975519,2.774753086,2.705708457,4.680801887,5.723011869,5.381824926,5.929451039,0%,13,202,116,2,17%,0%
S01006726,Heathryfold and Middlefield,Aberdeen City,877,616,24%,214,13%,79,130,286,356,115,15%,0.08,184,64%,4.84,168,8%,4%,2.457375988,3.502097412,2.278941409,2.388682635,3.15051941,5.68425,8.837742631,7.888120058,8.156074766,0%,46,520,400,6,29%,0%
S01006727,Heathryfold and Middlefield,Aberdeen City,1083,659,22%,235,19%,126,165,296,563,206,23%,0.07,165,64%,4.42,168,8%,4%,2.381832512,2.537214286,2.196746305,2.522895928,2.944172414,5.461111111,6.795891626,7.300637931,7.3443867,0%,51,468,233,17,24%,2%
S01006728,Heathryfold and Middlefield,Aberdeen City,765,505,11%,82,8%,41,85,98,92,108,17%,0.08,117,79%,4.71,134,7%,4%,3.51272878,3.312413793,3.392314324,2.94981982,4.105192308,5.974159664,11.63986074,11.78014589,11.67663793,0%,26,344,105,7,14%,1%
S01006729,Heathryfold and Middlefield,Aberdeen City,874,560,22%,194,14%,80,145,269,262,138,23%,0.06,175,65%,5.00,175,6%,3%,2.262870036,3.614708183,2.044145608,2.065576923,2.941582431,4.733368984,11.3243923,8.878020457,9.7133213,0%,23,266,196,4,24%,0%
S01006730,Heathryfold and Middlefield,Aberdeen City,766,516,13%,102,8%,44,115,123,54,102,17%,0.00,122,75%,5.54,139,2%,5%,3.679797585,2.976587358,3.24037642,2.989776423,3.93772017,5.971954733,12.20473722,10.7448402,10.80648082,5%,15,198,103,11,15%,2%
S01006731,Heathryfold and Middlefield,Aberdeen City,534,360,18%,97,18%,63,155,142,245,138,25%,0.09,144,81%,5.38,169,11%,4%,3.916559792,2.952712305,3.212313692,3.056213592,3.992404679,5.800189873,13.72334489,11.43158579,11.63405546,4%,8,152,107,4,19%,1%
S01006732,Kingswells,Aberdeen City,1089,703,5%,59,4%,30,35,35,39,75,13%,0.08,62,84%,5.63,56,1%,22%,4.603412098,4.544236767,3.960827032,4.611281588,8.194629017,7.959962963,15.62526938,15.27923322,24.28183601,32%,24,223,68,18,7%,2%
S01006733,Kingswells,Aberdeen City,955,619,1%,10,1%,8,20,74,14,45,11%,0.02,64,95%,6.18,23,0%,24%,4.768616667,1.324536111,1.952905556,2.334869888,8.705527778,8.02660804,5.381922222,7.908022222,27.03667778,14%,4,42,14,3,2%,0%
S01006734,Kingswells,Aberdeen City,996,649,3%,27,3%,17,40,44,14,150,16%,0.08,59,95%,6.04,40,2%,30%,4.308071209,1.042861168,1.531239754,2.171561338,8.245535348,7.70637931,5.488125,7.485435451,24.09443648,0%,5,51,12,3,1%,0%
S01006735,Kingswells,Aberdeen City,578,346,1%,5,1%,4,35,31,0,59,14%,0.00,53,91%,6.06,34,3%,12%,3.465109223,1.777491909,1.604441748,2.603876404,7.399559061,6.80483871,6.16579288,8.102669903,16.89983819,0%,3,53,22,2,4%,0%
S01006736,Kingswells,Aberdeen City,1126,775,3%,35,2%,17,30,15,10,29,12%,0.05,61,92%,6.00,25,1%,19%,5.739578313,2.320970806,3.098602873,3.388882064,9.675794717,8.823302326,6.004629286,9.298076923,30.39191613,4%,3,27,6,0,1%,0%
S01006737,Kingswells,Aberdeen City,905,582,2%,16,3%,19,45,36,34,66,15%,0.00,56,93%,5.83,44,1%,21%,3.284899703,2.735624071,2.545122585,3.803710801,7.003551263,6.02017094,8.421641902,10.69123328,15.5677266,8%,9,101,38,0,6%,0%
S01006738,Bucksburn South,Aberdeen City,909,686,7%,65,6%,41,60,170,61,81,16%,0.06,105,74%,4.40,84,4%,8%,2.193851025,1.861323884,2.793658022,2.90979798,3.918841978,3.47047619,5.871094692,7.435669481,6.673778649,33%,36,401,94,16,11%,2%
S01006739,Bucksburn South,Aberdeen City,1226,902,3%,42,3%,30,45,41,22,81,17%,0.05,85,84%,5.57,70,2%,10%,2.08907743,2.592446458,1.842788303,3.673825503,2.938933278,3.795388889,6.701478583,5.694847611,5.188418451,16%,20,165,76,32,13%,5%
S01006740,Bucksburn South,Aberdeen City,766,501,8%,65,9%,42,90,101,57,77,18%,0.03,102,81%,4.69,105,3%,10%,2.505532564,1.410888738,1.760020353,3.878198529,5.928029172,3.478666667,4.722815468,6.466295794,12.22746269,0%,16,212,109,6,15%,1%
S01006741,Bucksburn South,Aberdeen City,659,353,11%,70,11%,38,90,219,79,93,22%,0.20,129,83%,5.42,129,2%,2%,3.086092342,2.127725225,1.793787538,2.7378125,6.44039039,4.407857143,6.502875375,6.236358859,13.41725976,0%,10,154,64,6,10%,1%
S01006742,Bucksburn South,Aberdeen City,460,260,12%,56,12%,31,100,114,140,109,21%,0.00,87,80%,5.27,101,0%,3%,3.615913043,2.658956522,2.324815217,2.298709677,6.763456522,4.7698,6.925847826,6.904152174,13.84084783,0%,13,286,37,0,8%,0%
S01006743,Bucksburn North,Aberdeen City,728,500,3%,25,5%,26,50,113,140,117,18%,0.10,92,76%,5.42,74,2%,5%,3.1988371,3.857707156,4.140362524,1.368842975,6.281751412,4.618129771,11.19319209,9.897236347,11.31908663,17%,13,181,38,7,7%,1%
S01006744,Bucksburn North,Aberdeen City,638,467,6%,41,6%,29,80,104,40,95,17%,0.04,103,78%,5.21,91,3%,6%,1.734749178,2.286661184,2.844494243,2.579619565,5.209288651,3.210771812,9.904078947,7.888840461,11.15699836,0%,17,270,84,14,14%,2%
S01006745,Bucksburn North,Aberdeen City,847,533,15%,129,8%,42,100,165,138,137,25%,0.06,110,76%,5.09,121,6%,4%,1.060614355,1.634121046,1.88551399,3.306268657,4.928090024,2.27155814,6.123217762,6.438226886,8.557420925,0%,38,454,103,6,13%,1%
S01006746,Bucksburn North,Aberdeen City,832,506,14%,120,10%,49,115,52,55,127,22%,0.08,103,79%,5.54,94,4%,12%,1.942567967,1.902810284,1.037443853,3.884830097,6.066338652,3.318320313,7.560478723,4.297343381,12.90036643,0%,28,341,136,4,17%,0%
S01006747,Bucksburn North,Aberdeen City,1029,605,5%,47,4%,23,45,20,34,76,17%,0.00,75,91%,5.70,61,6%,8%,1.635471814,2.709249387,2.018333333,4.731722488,5.92439951,3.692169811,10.51238971,7.941838235,11.44134804,2%,11,108,20,7,2%,1%
S01006748,Bucksburn North,Aberdeen City,1193,739,3%,35,3%,20,35,48,23,48,13%,0.00,61,91%,5.39,46,1%,9%,2.183290622,3.379498364,3.257960742,3.403606965,5.121082334,4.168098592,12.75681025,9.56691385,11.23923119,23%,20,170,76,4,8%,0%
S01006749,Dyce,Aberdeen City,883,538,10%,84,9%,47,85,151,133,113,22%,0.02,115,85%,5.61,102,1%,3%,2.152018702,1.398864136,2.523281078,2.764125,3.375915842,2.612558685,5.39069857,8.852920792,6.422629263,0%,12,138,52,15,6%,2%
S01006750,Dyce,Aberdeen City,672,379,10%,64,7%,28,85,67,118,179,23%,0.10,104,91%,5.33,112,3%,5%,2.981590278,2.428899306,2.463333333,3.30225,4.205607639,3.635316456,8.071138889,6.799631944,8.216951389,0%,20,301,49,15,8%,2%
S01006751,Dyce,Aberdeen City,476,287,10%,49,6%,18,105,77,33,124,22%,0.08,95,90%,5.56,102,0%,5%,3.290972495,2.787450884,1.420726916,2.962018779,4.669744597,4.004354839,10.06341847,4.526738703,10.44603143,15%,4,85,54,3,11%,1%
S01006752,Dyce,Aberdeen City,709,411,9%,64,8%,31,85,53,0,82,21%,0.10,90,87%,5.05,118,5%,7%,2.936867978,2.255481039,2.071537921,2.514777778,4.158198736,3.402659574,8.883233848,7.968272472,9.158827247,0%,8,114,59,10,8%,1%
S01006753,Dyce,Aberdeen City,868,511,4%,34,4%,19,50,61,54,85,17%,0.07,81,90%,5.57,60,1%,14%,2.659597481,2.855268346,1.075364184,2.946884058,4.75682092,4.176949153,10.5446988,4.600481928,11.19353505,17%,8,93,40,3,4%,0%
S01006754,Dyce,Aberdeen City,841,465,3%,24,3%,15,40,27,20,65,16%,0.00,68,92%,5.27,54,0%,5%,1.953808333,2.842094444,3.000827778,3.957011494,4.560386111,3.848571429,13.64783889,11.19318056,12.63743889,29%,16,193,30,7,3%,1%
S01006755,Dyce,Aberdeen City,812,546,6%,48,3%,15,40,19,0,78,14%,0.08,90,83%,5.19,41,3%,14%,4.043673884,4.464144114,2.918311908,4.078007812,5.994580514,5.105314136,19.98661705,13.67286198,18.03538904,32%,38,474,59,11,8%,2%
S01006756,Danestone,Aberdeen City,774,526,3%,21,1%,4,50,28,14,218,14%,0.04,68,83%,6.00,30,0%,18%,4.180179296,2.94787889,3.443815968,3.478657718,4.280497294,5.526067416,13.87713126,12.59934371,10.87576455,3%,19,249,64,0,10%,0%
S01006757,Danestone,Aberdeen City,920,570,2%,14,2%,13,50,46,49,171,21%,0.00,75,92%,5.70,60,2%,6%,2.651893668,1.098497611,4.240567503,2.206441948,2.75130227,5.226483254,4.068817204,9.708602151,7.783112306,0%,*,*,26,18,4%,2%
S01006758,Danestone,Aberdeen City,663,440,3%,17,2%,9,30,93,21,42,12%,0.03,68,92%,6.15,44,0%,19%,2.274798271,1.600540346,4.014596542,1.824813953,2.373335735,5.08,6.658483429,11.17472983,6.743184438,0%,9,137,29,9,4%,1%
S01006759,Danestone,Aberdeen City,592,386,2%,14,2%,7,20,6,27,82,14%,0.06,61,84%,6.04,49,1%,15%,2.517852941,2.167794118,4.064571429,2.554831461,2.61444958,5.530299145,8.424621849,12.12756303,7.885941176,0%,5,86,27,2,5%,0%
S01006760,Danestone,Aberdeen City,439,310,5%,21,2%,7,30,23,27,80,12%,0.06,96,*,5.70,49,0%,2%,2.820988844,0.759432049,3.660618661,1.718486842,2.919249493,4.710769231,3.019903651,8.690223124,7.822109533,0%,3,69,56,6,11%,1%
S01006761,Danestone,Aberdeen City,674,420,1%,10,2%,10,35,69,0,58,15%,0.09,68,*,5.50,64,2%,3%,1.744300574,1.706337877,3.976223099,2.743333333,2.180918221,5.862961165,4.684275466,10.33829268,6.777374462,12%,8,120,36,25,5%,4%
S01006762,Oldmachar West,Aberdeen City,1061,594,3%,37,3%,20,75,21,18,95,17%,0.05,73,91%,5.47,68,7%,16%,1.905900621,2.016559006,4.874173913,5.402362319,5.005267081,4.947880184,6.703913043,18.14472205,13.91457143,26%,18,172,44,8,5%,1%
S01006763,Oldmachar West,Aberdeen City,840,614,5%,40,2%,14,25,14,14,37,13%,0.03,74,91%,5.67,39,2%,12%,2.589375723,2.424913295,6.510604046,2.455858369,6.439760116,3.28130597,8.287040462,20.85832948,18.78691329,1%,4,48,40,8,5%,1%
S01006764,Oldmachar West,Aberdeen City,708,533,2%,14,3%,14,35,66,0,43,15%,0.00,92,91%,5.87,47,3%,14%,2.059208861,1.892867089,5.980949367,2.385398551,5.910655063,2.74238806,7.634677215,20.38901266,18.317,0%,3,43,58,16,7%,2%
S01006765,Oldmachar West,Aberdeen City,536,394,3%,14,5%,18,40,39,0,83,14%,0.03,70,81%,5.64,56,0%,8%,2.207201365,2.043387372,6.128238055,2.104852941,6.060345563,2.812156863,8.282960751,20.89112628,18.8193942,0%,*,*,60,32,10%,5%
S01006766,Oldmachar West,Aberdeen City,593,434,2%,13,3%,12,25,35,69,75,15%,0.03,68,77%,5.95,27,1%,18%,2.47125,2.307693257,6.392532895,2.279855769,6.321620066,3.262525773,8.238552632,20.81165296,18.73574013,0%,*,*,27,19,4%,3%
S01006767,Oldmachar West,Aberdeen City,654,420,4%,29,5%,20,60,10,68,83,13%,0.04,73,89%,6.22,79,1%,16%,2.018479681,2.044074746,4.063704644,2.799636364,4.47121553,3.384205607,6.149375907,15.20173803,11.41740929,41%,5,77,61,1,9%,0%
S01006768,Oldmachar East,Aberdeen City,620,412,1%,5,2%,8,30,34,0,22,13%,0.00,50,89%,5.47,38,1%,13%,2.541898998,2.231089316,3.444607679,2.863625,3.937900668,3.712945205,5.889140234,12.40709098,9.933080134,2%,3,49,12,0,2%,0%
S01006769,Oldmachar East,Aberdeen City,922,569,6%,57,5%,27,85,72,46,71,20%,0.00,81,88%,5.73,89,2%,12%,2.462059437,2.50931439,4.165883733,2.977644444,4.43774244,3.648918919,7.287846715,17.12957247,12.5872367,39%,3,33,62,5,6%,1%
S01006770,Oldmachar East,Aberdeen City,593,337,3%,17,4%,14,30,38,30,48,14%,0.11,71,91%,5.60,61,0%,11%,2.159587786,2.293160305,4.134267176,2.441798561,3.930305344,3.527329545,8.598694656,17.41925954,15.33240458,0%,*,*,32,3,5%,0%
S01006771,Oldmachar East,Aberdeen City,435,291,3%,15,3%,10,35,152,0,64,11%,0.00,76,88%,6.50,49,3%,11%,1.836903226,1.969311828,3.844236559,2.198043478,3.641736559,3.211140351,7.68183871,16.37683871,14.30683871,16%,*,*,28,0,6%,0%
S01006772,Oldmachar East,Aberdeen City,852,570,1%,12,2%,12,40,85,0,57,12%,0.00,87,88%,5.67,74,4%,14%,2.416638856,2.550432062,3.73545292,2.227814815,3.531051847,3.552962963,7.859442789,15.17597735,13.09954708,16%,10,119,60,13,7%,2%
S01006773,Oldmachar East,Aberdeen City,875,521,3%,28,2%,13,50,31,0,169,19%,0.02,82,90%,5.39,58,3%,9%,2.057741826,2.105589237,4.849237057,2.125382353,4.68376703,3.193371212,6.165504087,16.57820845,14.5052861,0%,9,104,23,4,3%,1%
S01006774,Oldmachar East,Aberdeen City,603,411,2%,10,3%,10,25,71,0,50,13%,0.00,50,89%,6.05,59,2%,14%,2.095833333,2.228740399,4.733310292,2.384575472,4.528552227,3.385603448,9.827718894,19.76764209,17.69403226,40%,*,*,22,1,3%,0%
S01006775,Balgownie and Donmouth West,Aberdeen City,717,507,7%,52,5%,26,75,79,18,98,17%,0.12,79,83%,6.11,83,5%,13%,3.936322816,2.541278317,3.287977346,3.469516129,3.561678803,4.837758621,10.70536003,11.7259466,12.23753236,1%,6,85,86,13,14%,2%
S01006776,Balgownie and Donmouth West,Aberdeen City,513,272,15%,75,9%,23,105,14,68,77,23%,0.00,87,*,6.13,107,6%,11%,4.172157258,2.367731855,2.090871976,3.820562914,2.610433468,3.431263736,8.085065524,6.658185484,8.567207661,0%,7,138,70,1,14%,0%
S01006777,Balgownie and Donmouth West,Aberdeen City,650,358,1%,9,3%,9,45,15,0,71,12%,0.06,65,93%,5.95,54,1%,18%,3.763151002,2.781675655,1.282311248,2.890517241,1.480419877,2.427696629,8.348821263,5.608597843,5.711093991,0%,*,*,18,3,3%,0%
S01006778,Balgownie and Donmouth West,Aberdeen City,597,362,4%,25,6%,23,70,85,0,74,18%,0.07,81,*,5.82,71,2%,8%,4.079167981,2.741553628,0.972602524,2.740454545,1.245165615,2.13525,7.657413249,3.104554416,3.639144322,0%,10,170,50,16,8%,3%
S01006779,Balgownie and Donmouth West,Aberdeen City,589,373,14%,81,9%,34,85,131,190,134,20%,0.03,108,86%,5.33,136,4%,2%,3.482101626,1.220060976,3.437873984,2.412790698,3.494191057,4.458709677,4.980308943,10.90572764,12.46019512,0%,12,206,105,18,17%,3%
S01006780,Balgownie and Donmouth West,Aberdeen City,566,354,7%,42,4%,16,55,50,27,101,14%,0.00,82,84%,5.30,66,2%,7%,3.056219618,1.328398438,3.105121528,2.739240506,3.494578993,4.305561224,4.971059028,8.316996528,10.67043403,6%,*,*,55,10,10%,2%
S01006781,Balgownie and Donmouth East,Aberdeen City,674,409,3%,23,3%,12,40,79,0,83,13%,0.06,78,89%,5.93,63,3%,11%,3.515871925,1.709507959,2.698657742,2.133872549,2.638502171,3.479921875,7.495452243,12.45972504,12.2947974,0%,6,90,45,4,7%,1%
S01006782,Balgownie and Donmouth East,Aberdeen City,795,563,2%,19,2%,12,35,4,0,99,13%,0.00,53,88%,5.67,62,2%,11%,2.307553763,2.276391129,3.69968414,2.90702381,3.46687164,4.900858896,6.984455645,9.460500672,11.13956317,2%,20,255,87,16,12%,2%
S01006783,Balgownie and Donmouth East,Aberdeen City,613,326,7%,41,8%,26,65,66,86,87,17%,0.04,82,89%,6.00,69,4%,7%,2.924445685,1.482113095,3.54265253,2.326219512,3.480997024,4.335714286,5.311160714,9.937756696,12.55910714,0%,4,66,72,4,11%,1%
S01006784,Balgownie and Donmouth East,Aberdeen City,580,387,4%,24,4%,15,45,75,0,52,12%,0.05,77,*,5.83,41,0%,9%,1.843589638,2.689979441,3.631212993,3.678043478,4.503001645,5.700108696,6.193141447,6.635328947,11.55300164,0%,7,122,14,26,2%,4%
S01006785,Denmore,Aberdeen City,576,384,1%,5,2%,6,25,12,0,55,12%,0.00,57,94%,6.64,49,3%,21%,5.31556874,5.448707038,5.557094926,3.436608696,4.247483633,5.575898876,11.55220131,21.7385311,13.65897709,0%,4,70,31,1,5%,0%
S01006786,Denmore,Aberdeen City,801,535,4%,30,3%,16,35,31,35,48,14%,0.07,60,92%,6.23,53,2%,14%,4.350757212,4.610144231,4.681216947,2.972924528,3.194579327,5.318041667,11.61267428,19.02921274,11.6879988,18%,*,*,64,3,8%,0%
S01006787,Denmore,Aberdeen City,626,361,5%,30,4%,14,50,33,27,80,15%,0.00,76,90%,5.08,81,3%,8%,3.358103846,3.885134615,3.85115,2.838814815,2.079465385,4.526623377,12.62218462,15.17325,7.980592308,26%,3,49,31,6,5%,1%
S01006788,Denmore,Aberdeen City,1537,1086,4%,59,4%,48,70,51,0,146,19%,0.07,115,91%,5.89,74,2%,29%,4.337804878,5.093908537,4.971481707,4.469452736,3.670460366,6.461895161,12.32106098,20.544125,14.34448171,9%,11,72,45,13,6%,2%
S01006789,East Cairngorms,Aberdeenshire,562,323,6%,31,3%,10,45,34,60,78,16%,0.08,66,83%,6.22,73,0%,10%,0.945696203,1.92153481,1.391499209,2.067253521,1.251922468,15.40435294,8.183655063,5.016716772,4.611606013,1%,5,91,39,20,7%,3%
S01006790,East Cairngorms,Aberdeenshire,894,474,6%,58,7%,34,55,110,44,62,19%,0.00,59,87%,5.33,69,2%,6%,1.581273585,1.232497225,1.499919534,1.718571429,1.476262486,14.83665138,5.531354051,5.268052164,5.55918424,1%,7,80,95,28,11%,3%
S01006791,East Cairngorms,Aberdeenshire,570,359,7%,40,6%,23,45,6,0,88,13%,0.00,63,80%,5.64,75,0%,10%,12.03560168,6.867952425,4.153036381,5.819744898,24.53482276,27.131,22.12935868,17.46441465,61.89079991,77%,5,89,20,27,4%,5%
S01006792,East Cairngorms,Aberdeenshire,444,276,3%,13,4%,11,45,14,0,73,14%,0.00,40,85%,5.67,53,0%,15%,9.672724033,11.4804888,7.522316701,8.184590909,10.46587576,23.5920339,28.86056263,20.80406059,27.14464613,85%,5,115,32,21,7%,4%
S01006793,East Cairngorms,Aberdeenshire,600,374,4%,25,2%,8,35,23,0,75,10%,0.00,42,92%,5.56,80,0%,10%,1.887951264,2.001836643,1.626750903,2.084574468,24.17273466,36.9950495,6.394097473,5.421850181,38.98534296,13%,5,85,19,12,4%,2%
S01006794,Aboyne and South Deeside,Aberdeenshire,564,331,9%,51,10%,31,60,19,0,83,22%,0.00,81,78%,5.38,76,0%,25%,4.061879464,3.8571875,2.968848214,2.622745098,3.025535714,1.785761905,12.42308482,11.88334821,10.726375,8%,*,*,35,16,6%,3%
S01006795,Aboyne and South Deeside,Aberdeenshire,770,432,6%,50,5%,20,40,24,0,80,17%,0.04,51,90%,6.20,47,1%,18%,3.409802013,3.206946309,2.254426174,4.131100917,2.375708054,1.821360294,8.092315436,7.049463087,6.151020134,21%,9,119,29,13,4%,2%
S01006796,Aboyne and South Deeside,Aberdeenshire,890,531,4%,33,3%,15,20,5,0,65,15%,0.03,49,88%,5.86,47,2%,20%,5.711908696,5.341404348,4.565173913,5.725411392,4.703673913,3.60492228,16.46228696,15.59106957,16.01113043,11%,6,69,3,2,1%,0%
S01006797,Aboyne and South Deeside,Aberdeenshire,666,423,2%,16,3%,12,35,16,49,91,17%,0.00,65,90%,6.26,37,0%,15%,6.315262739,6.592113854,5.741321656,5.205824176,6.218515127,6.548482143,25.14871815,22.03253185,23.4904797,73%,3,46,47,15,8%,2%
S01006798,Aboyne and South Deeside,Aberdeenshire,660,403,4%,24,3%,12,35,0,0,65,13%,0.13,68,86%,6.19,44,2%,15%,11.34525397,11.87857143,11.03256349,3.750662983,13.54997619,11.99649306,29.59285317,27.45838095,32.59842063,62%,7,108,32,38,5%,6%
S01006799,Aboyne and South Deeside,Aberdeenshire,907,515,7%,60,6%,32,60,54,38,97,23%,0.08,75,86%,5.23,59,3%,5%,2.265415282,1.901447951,2.311306755,5.760687204,2.598330565,3.421350877,5.751262458,7.836766334,7.144651163,11%,23,259,45,12,5%,1%
S01006800,Aboyne and South Deeside,Aberdeenshire,868,553,3%,22,2%,12,20,8,0,50,11%,0.00,40,91%,6.12,40,2%,26%,7.528915592,4.670911489,5.280137749,7.543666667,7.492971864,7.183147208,14.48314771,13.53212485,18.77210727,59%,3,35,23,12,3%,1%
S01006801,Mearns and Laurencekirk,Aberdeenshire,991,539,5%,47,2%,13,50,23,0,157,18%,0.00,63,96%,5.59,58,0%,14%,10.23542626,3.62876046,2.964414226,5.727543103,3.178713389,4.858463687,13.07888598,9.360572699,9.596338912,26%,8,82,19,15,2%,2%
S01006802,Mearns and Laurencekirk,Aberdeenshire,754,464,5%,34,4%,20,60,24,0,90,14%,0.03,66,88%,5.65,71,5%,8%,8.926322222,8.077792593,2.612888889,3.378502674,10.54904815,11.63326923,19.7081037,10.50491111,22.16455,39%,10,135,38,37,6%,5%
